"STATION_KE","LOCATION_D","Latitude","Longitude","Elevationm","DATUM","FirstSampl","LastSample","SW","GW","LD","AR"
36752,"Winchuck R Estuary Trib Ditch on NE side of Winchuck R Rd",42.00755,-124.20919,23,"Assumed NAD83","02/12/2007","04/22/2007",8,0,0,0
36753,"Winchuck R Estuary Trib Ditch on NW side of Winchuck R Rd",42.00758,-124.20939,23,"Assumed NAD83","02/12/2007","04/22/2007",8,0,0,0
36756,"Winchuck R Estuary Trib (at Wayside) Below Winchuck R Rd",42.0074,-124.20941,19,"Assumed NAD83","01/03/2007","04/22/2007",10,0,0,0
36750,"Winchuck R Estuary at Hwy 101 Bridge",42.00542,-124.2103,2,"Assumed NAD83","07/20/2004","09/21/2004",136,0,0,0
36751,"Winchuck R Estuary Trib at Winchuck Wayside Near Mouth",42.0056,-124.2112,1,"Assumed NAD83","07/20/2004","04/22/2008",74,0,0,0
36228,"Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101",42.0057,-124.21167,1,"Assumed NAD83","05/19/2010","08/31/2011",306,0,0,0
36716,"Winchuck Estuary Trib Ditch Outlet Pipe",42.00629,-124.21432,10,"NAD 83","07/20/2004","04/22/2007",33,0,0,0
36719,"Winchuck Estuary Runoff at Pipe Near Wollam Rd and Co Hwy 892",42.00624,-124.21455,10,"NAD 83","07/20/2004","04/22/2007",28,0,0,0
36718,"Winchuck Estuary Runoff at Ponding Near Wollam Rd and Co Hwy 892",42.0064,-124.21462,10,"NAD 83","01/03/2007","04/22/2007",10,0,0,0
36715,"Winchuck Estuary Trib Ditch",42.0067,-124.21467,20,"NAD 83","01/03/2007","04/22/2007",11,0,0,0
25241,"Jack Creek, tributary to Chetco River, below downstream most Golf Bridge",42.061389,-124.214722,30,"Assumed NAD83","06/21/1999","09/19/2004",11,0,0,0
36717,"Winchuck Estuary Runoff at Grate Near Wollam Rd and Co Hwy 892",42.00663,-124.21476,10,"NAD 83","01/03/2007","04/22/2007",14,0,0,0
36720,"Winchuck River Estuary ABV bar at Mouth",42.00543,-124.21527,0,"NAD 83","07/20/2004","09/21/2004",136,0,0,0
25242,"Jack Creek, tributary to Chetco River, just downstream of Fish Trap",42.062222,-124.2175,11,"Assumed NAD83","06/01/1998","04/22/2008",49,0,0,0
34280,"Sixes River at RM 22.2 DS of Middle Fork Sixes River",42.8064,-124.2308,98,"NAD 83","06/01/2001","04/22/2008",42,0,0,0
12099,"Quosatana Creek upstream of USFS Road #33",42.488083,-124.231306,61,"Assumed NAD83","07/29/1993","04/22/2008",344,0,0,0
32644,"Silver Creek near mouth (Lower Rogue)",42.507,-124.2331,34,"NAD 83","06/22/2003","04/22/2008",34,0,0,0
36480,"Tuttle Creek at Driftwood RV Park",42.04237,-124.2612,15,"Assumed NAD83","12/08/2004","04/22/2008",23,0,0,0
36655,"Big Creek at Sixes River Rd",42.80813,-124.26211,270,"NAD 83","03/22/2005","04/22/2008",26,0,0,0
36462,"Chetco Estuary Commercial Boat Basin East Pipe",42.044329,-124.26401,1,"Assumed NAD83","08/02/2002","05/21/2003",47,0,0,0
36467,"Chetco Estuary Commercial Boat Basin South End",42.04444,-124.264907,0,"Assumed NAD83","09/09/2002","05/21/2003",66,0,0,0
36473,"Chetco Estuary Commercial Boat Basin N of Bathroom Pipe",42.04577,-124.26508,2,"Assumed NAD83","09/17/2002","09/17/2002",2,0,0,0
36481,"Tuttle Creek at Pipe Outlet to Chetco Estuary Commercial Boat Basin",42.04382,-124.26513,0,"Assumed NAD83","08/02/2002","05/21/2003",44,0,0,0
36464,"Chetco Estuary Commercial Boat Basin Center",42.045413,-124.265727,0,"Assumed NAD83","09/09/2002","06/12/2003",60,0,0,0
36465,"Chetco Estuary Commercial Boat Basin North End",42.046558,-124.266423,0,"Assumed NAD83","09/09/2002","05/21/2003",39,0,0,0
36468,"Delavan Creek Pipe Into Chetco Estuary Boat Basin Barge Slip",42.048319,-124.26662,5,"Assumed NAD83","08/02/2002","05/21/2003",39,0,0,0
36461,"Chetco Estuary Sport Boat Basin Southern Pipe",42.050387,-124.268123,6,"Assumed NAD83","08/02/2002","05/21/2003",38,0,0,0
36475,"Chetco Estuary Sport Boat Basin Northern Pipe",42.05138,-124.26836,6,"Assumed NAD83","08/02/2002","05/21/2003",40,0,0,0
36479,"Chetco Estuary Sport Boat Basin Southern End",42.04928,-124.26901,0,"Assumed NAD83","08/02/2002","05/21/2003",46,0,0,0
36478,"Chetco Estuary Sport Boat Basin North End Mid Aerators",42.05153,-124.26905,0,"Assumed NAD83","08/02/2002","06/12/2003",98,0,0,0
36469,"Fish House Creek Outlet Near Fish Cleaning Station",42.05289,-124.26943,2,"Assumed NAD83","12/08/2004","04/22/2008",32,0,0,0
36470,"Chetco River Estuary Above Boat Basin",42.05357,-124.27029,0,"Assumed NAD83","08/02/2002","05/21/2003",39,0,0,0
36471,"Chetco River Estuary at Mouth Between Levees",42.04355,-124.27157,0,"Assumed NAD83","08/02/2002","05/21/2003",47,0,0,0
36535,"Lost Creek Near Mouth (Elk R)",42.7161,-124.27733,180,"Assumed NAD83","11/06/2005","04/22/2008",30,0,0,0
36656,"Otter Creek at Sixes River Rd",42.81479,-124.28394,240,"NAD 83","03/22/2005","04/22/2008",33,0,0,0
30194,"Lobster Creek at mouth",42.514616,-124.295226,83,"Assumed NAD83","09/05/2002","04/22/2008",133,0,0,0
34282,"Sixes River US of South Fork at RM 17.8",42.805,-124.3058,51,"NAD 83","06/01/2001","07/29/2003",11,0,0,0
25852,"South Fork Floras Creek at mouth",42.908333,-124.319167,128,"Assumed NAD83","06/01/1998","04/22/2008",95,0,0,0
24090,"East Fork Floras Creek, at Langlois Mountain Road",42.94343,-124.31929,148,"Assumed NAD83","06/01/1998","04/22/2008",65,0,0,0
10413,"Rogue River at Huntley Park",42.481639,-124.327472,8,"Assumed NAD83","04/20/1966","04/22/2008",255,0,0,0
36573,"Floras Cr NF DS of EF",42.93566,-124.32769,143,"Assumed NAD83","12/08/2004","11/06/2005",9,0,0,0
36574,"Trib to Floras Cr NF (RM 4.1 from east bank)",42.9472,-124.3333,149,"Assumed NAD83","11/17/2007","11/17/2007",6,0,0,0
24091,"North Fork Floras Creek, at Langlois Mountain Road",42.94921,-124.3339,151,"Assumed NAD83","06/01/1998","04/22/2008",71,0,0,0
36575,"Williams Cr Near Mouth (Floras NF)",42.96091,-124.33629,169,"Assumed NAD83","12/08/2004","04/22/2008",39,0,0,0
36489,"Lone Ranch Creek Near Mouth",42.10167,-124.34409,9,"Assumed NAD83","11/07/2006","04/22/2008",12,0,0,0
25440,"Euchre Creek above Boulder Creek",42.566667,-124.348889,57,"Assumed NAD83","06/21/1999","04/22/2008",48,0,0,0
28288,"Cedar Creek (Euchre Creek tributary)",42.5408,-124.3522,241,"Assumed NAD83","06/21/2000","09/06/2005",34,0,0,0
36494,"Whaleshead Creek near Mouth",42.1444,-124.35314,11,"Assumed NAD83","11/07/2006","04/22/2008",12,0,0,0
28308,"Squaw Creek near mouth (Rogue River below Lobster Creek)",42.4698,-124.3582,17,"Assumed NAD83","07/05/2000","09/22/2003",21,0,0,0
29629,"Saunders Creek near bridge",42.44554,-124.36861,9,"Assumed NAD83","06/01/1998","04/13/2004",38,0,0,0
25437,"Euchre Creek above Cedar Creek",42.558889,-124.371389,10,"Assumed NAD83","06/01/1998","10/06/2003",16,0,0,0
25436,"Cedar Creek (tributary to Euchre Creek) at mouth",42.558056,-124.371667,38,"Assumed NAD83","06/01/1998","10/06/2003",19,0,0,0
28289,"Cedar Creek at downstream end of Cedar Bend Golfcourse (Euchre Creek tributary)",42.5519,-124.3719,24,"Assumed NAD83","06/28/2000","04/22/2008",88,0,0,0
31508,"Hunter Creek upstream of second bridge",42.355,-124.3727,200,"Assumed NAD83","07/10/2003","04/22/2008",52,0,0,0
32642,"Pistol River above Pistol Loop Road Bridge",42.26705,-124.37741,7,"Assumed NAD83","07/08/2003","09/23/2003",77,0,0,0
29569,"Eucher Creek below Hwy 101 (above estuary)",42.56064,-124.38252,7,"Assumed NAD83","06/01/1998","09/06/2005",138,0,0,0
29569,"Eucher Creek below Hwy 101 (above estuary)",42.56064,-124.38252,7,"Assumed NAD83","06/01/1998","09/06/2005",138,0,0,0
31511,"Pistol River at ODFW Trap Site",42.2657,-124.384,59,"Assumed NAD83","05/30/2002","07/28/2008",89,0,0,0
36567,"Coy Cr at Mouth (Euchre)",42.56323,-124.38447,8,"Assumed NAD83","06/21/2005","01/11/2006",24,0,0,0
36571,"Euchre Cr US of Estuary Backwater ABV Hwy 101",42.563049,-124.38457,8,"Assumed NAD83","09/06/2005","09/06/2005",17,0,0,0
29630,"Edson Creek at county bridge",42.47147,-124.38596,20,"Assumed NAD83","06/01/1998","04/22/2008",56,0,0,0
36570,"Euchre Cr at head of tidal influence",42.56112,-124.38815,6,"Assumed NAD83","06/21/2005","09/06/2005",151,0,0,0
36699,"Hunter Creek at Bridge Approx 1.7 Mi Blw Conn Cr",42.35781,-124.38888,60,"NAD 83","12/08/2004","04/22/2008",23,0,0,0
29697,"Edson Creek, above bridge #256",42.475278,-124.389444,41,"Assumed NAD83","06/21/1999","05/20/2004",6,0,0,0
36572,"Wetland Trib to Euchre Cr at RM 0.1",42.55904,-124.39003,5,"Assumed NAD83","06/21/2005","09/06/2005",24,0,0,0
36693,"Rogue R Trib (N Bnk @ RM 1.35) at N Bank Rd",42.44434,-124.39145,30,"NAD 83","05/12/2004","04/22/2008",29,0,0,0
36568,"Euchre Cr Estuary Embayment",42.55812,-124.39239,3,"Assumed NAD83","06/21/2005","09/06/2005",165,0,0,0
28306,"East Fork Edson Creek near mouth (Rogue River below Lobster Creek)",42.4806,-124.3926,47,"Assumed NAD83","06/21/1999","04/22/2008",29,0,0,0
36569,"Euchre Cr Outlet",42.55979,-124.39298,2,"Assumed NAD83","06/21/2005","09/06/2005",82,0,0,0
36700,"Hunter Creek at RM 3.9",42.35976,-124.39313,30,"NAD 83","07/10/2003","08/30/2004",26,0,0,0
36734,"Edson Cr WF ABV EF",42.4805,-124.39467,27,"Assumed NAD83","04/13/2004","04/22/2008",21,0,0,0
32666,"Crook Creek at Pistol River Loop Road (Pistol River)",42.2752,-124.3947,2,"NAD 83","06/01/2001","04/22/2008",53,0,0,0
36616,"Morton Creek at RM 5.92",42.93456,-124.39607,1000,"NAD 83","03/27/2004","05/13/2004",3,0,0,0
36641,"Fourmile Cr SF Near Mouth",42.99747,-124.39671,60,"NAD 83","05/30/2006","11/07/2006",14,0,0,0
36642,"Fourmile CR Blw SF",42.99917,-124.39971,50,"NAD 83","05/30/2006","11/07/2006",17,0,0,0
36741,"Edson Cr WF DS of Wetland Fork",42.48285,-124.40046,34,"Assumed NAD83","04/13/2004","04/13/2004",3,0,0,0
32859,"Indian Creek near mouth (Rogue River)",42.42786,-124.40176,6,"Assumed NAD83","01/01/1998","04/22/2008",46,0,0,0
28304,"Indian Creek near mouth (Rogue River below Lobster Creek)",42.4286,-124.4026,30,"Assumed NAD83","06/01/1998","07/30/2003",24,0,0,0
36615,"Morton Creek at Steep Gulch",42.93221,-124.40361,770,"NAD 83","03/27/2004","05/13/2004",6,0,0,0
36617,"Morton Creek at RM 5.48",42.93335,-124.40385,770,"NAD 83","03/27/2004","05/13/2004",6,0,0,0
36730,"Pistol River at Hwy 101",42.27781,-124.40459,1,"Assumed NAD83","07/08/2003","09/23/2003",69,0,0,0
36659,"Dry Cr at Mouth (Sixes)",42.80542,-124.40574,70,"NAD 83","03/22/2005","11/17/2007",20,0,0,0
36618,"Morton Creek at RM 5.20",42.93561,-124.40716,640,"NAD 83","03/27/2004","05/13/2004",5,0,0,0
36705,"Pistol River at Pacific Ocean",42.29127,-124.4076,0,"NAD 83","07/08/2003","09/23/2003",67,0,0,0
29552,"Elk River Champman Creek above Elk River Road",42.73777,-124.41039,160,"Assumed NAD83","06/01/1998","04/22/2008",32,0,0,0
28313,"Edson Creek near confluence with Sixes River",42.8151,-124.4105,21,"Assumed NAD83","06/01/1998","04/22/2008",32,0,0,0
36748,"Rogue River Estuary at Lex's Landing DS End of Dock",42.43,-124.4114,-1,"Assumed NAD83","07/12/2005","09/20/2005",153,0,0,0
36658,"Dry Cr Blw Bridge Access",42.78524,-124.41164,110,"NAD 83","11/07/2006","04/22/2008",12,0,0,0
34304,"Turner Creek ABV riparian project (Hunter)",42.389,-124.4128,8,"NAD 83","05/30/2002","11/17/2007",18,0,0,0
36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge",42.425,-124.4133,0,"Assumed NAD83","07/12/2005","09/20/2005",120,0,0,0
28314,"Sixes River above Edson Creek",42.8138,-124.4134,25,"Assumed NAD83","06/21/1999","04/22/2008",31,0,0,0
18823,"Twomile Creek at Hwy 101 (tributary to Pacific)",43.052083,-124.41375,9,"Assumed NAD83","06/22/2003","04/22/2008",101,0,0,0
18822,"Fourmile Creek at Hwy 101 (tributary to Pacific)",43.003361,-124.414333,18,"Assumed NAD83","06/22/2003","04/22/2008",78,0,0,0
36703,"Turner Creek at Mouth (Hunter Cr Trib at RM 0.63)",42.3892,-124.4144,10,"NAD 83","08/31/2004","04/22/2008",48,0,0,0
36702,"Hunter Creek Above Turner Cr",42.389,-124.41485,10,"NAD 83","08/05/2003","08/31/2004",183,0,0,0
36590,"Riley Cr Across from Power Sub Station",42.40945,-124.41516,20,"Assumed NAD83","12/08/2004","04/22/2008",60,0,0,0
36651,"Twomile Cr SF at Hwy 101",43.0375,-124.41539,30,"NAD 83","03/01/2005","04/22/2008",41,0,0,0
36650,"Lower Twomile Cr at Hwy 101",43.0384,-124.41719,50,"NAD 83","05/31/2006","06/29/2007",18,0,0,0
36589,"Dean Creek US of W Enteranc of Buffington Pk",42.41467,-124.41783,18,"Assumed NAD83","07/12/2005","09/20/2005",17,0,0,0
36704,"Hunter Creek at Turtle Rock RV Park",42.38887,-124.41866,10,"NAD 83","08/05/2003","08/31/2004",227,0,0,0
36460,"Beartrap Creek at Mouth",42.6707,-124.41887,46,"Assumed NAD83","03/01/2005","04/22/2008",35,0,0,0
36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock",42.4219,-124.4194,0,"Assumed NAD83","07/12/2005","09/20/2005",183,0,0,0
36631,"Bethel Cr East of Hwy 101 at Bridge",42.96098,-124.41952,80,"NAD 83","05/30/2006","06/29/2007",17,0,0,0
36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock",42.4208,-124.4225,1,"Assumed NAD83","07/12/2005","09/20/2005",203,0,0,0
18824,"Davis Creek at Hwy 101 (tributary to New River)",42.975472,-124.423417,35,"Assumed NAD83","06/22/2003","06/29/2007",49,0,0,0
36588,"Dean Cr Culvert Outlet to Rogue R",42.42003,-124.4235,1,"Assumed NAD83","03/01/2005","04/22/2008",28,0,0,0
18821,"Bethel Creek at Hwy 101 (tributary to New River)",42.965917,-124.427583,21,"Assumed NAD83","05/30/2002","04/22/2008",62,0,0,0
36653,"Twomile Cr at DS Bridge",43.05676,-124.43172,20,"NAD 83","04/18/2006","06/29/2007",34,0,0,0
36645,"Laurel Lake East",43.02024,-124.43338,10,"NAD 83","05/16/2006","07/25/2006",127,0,0,0
32640,"Butte Creek at Hwy 101 (New River)",42.95818,-124.4347,15,"Assumed NAD83","06/22/2003","04/22/2008",71,0,0,0
36725,"Laurel Lake Trib from Lost Lake",43.02317,-124.43516,8,"Assumed NAD83","05/16/2006","06/29/2007",36,0,0,0
36646,"Laurel Lake West",43.02107,-124.43681,10,"NAD 83","05/16/2006","09/22/2006",169,0,0,0
36654,"Twomile Cr Near Mouth",43.0525,-124.438,10,"NAD 83","04/18/2006","04/18/2006",3,0,0,0
36621,"Morton Creek at RM 2.99",42.94087,-124.43962,70,"NAD 83","05/30/2006","06/29/2007",19,0,0,0
36628,"Butte Creek 0.49 Miles DS of Hwy 101",42.9569,-124.44468,20,"NAD 83","12/08/2004","12/08/2004",4,0,0,0
36644,"Fourmile Cr Abv Spring Cr Laurel Lake Outlet",43.0083,-124.4454,0,"NAD 83","01/11/2006","11/17/2007",58,0,0,0
36647,"Spring Creek Near Mouth",43.00899,-124.44596,0,"NAD 83","01/11/2006","11/17/2007",50,0,0,0
36624,"Morton Creek at RM 2.43",42.9451,-124.4465,30,"NAD 83","06/25/2003","04/22/2008",67,0,0,0
36632,"Bethel Cr US Bridge on Re-located channel",42.9701,-124.4472,20,"NAD 83","12/08/2004","11/07/2006",20,0,0,0
36652,"New River North of Fourmile Creek",43.0249,-124.4478,0,"NAD 83","09/30/2003","09/20/2006",39,0,0,0
36635,"Davis Cr Abv Croft Lake",42.98071,-124.44916,10,"NAD 83","04/19/2006","06/20/2006",24,0,0,0
36723,"Croft Lake NE",42.984,-124.45004,4,"Assumed NAD83","04/19/2006","07/25/2006",104,0,0,0
36721,"South Langlois Creek at Hwy 101",42.92238,-124.45011,27,"Assumed NAD83","01/11/2006","11/17/2007",14,0,0,0
36636,"Croft Lake South",42.98183,-124.45303,10,"NAD 83","04/19/2006","09/22/2006",123,0,0,0
36629,"Butte Creek at DS Bridge",42.95571,-124.45456,10,"NAD 83","05/30/2006","06/29/2007",14,0,0,0
32667,"North Langlois Creek near Langlois (tributary to New River)",42.9345,-124.4551,9,"NAD 83","06/22/2003","09/24/2003",40,0,0,0
36757,"Bethel Cr Re-Located Channel at 2nd Bridge US",42.976462,-124.456272,4,"Assumed NAD83","05/30/2006","06/29/2007",13,0,0,0
36637,"Croft Lake Outlet",42.98643,-124.45662,10,"NAD 83","07/16/2003","06/29/2006",42,0,0,0
36726,"Morton Cr at DS End of Flow",42.95075,-124.45693,6,"Assumed NAD83","05/30/2006","11/17/2007",24,0,0,0
36638,"New River Near Strorm Ranch Boat Ramp",42.99661,-124.45743,0,"NAD 83","07/16/2003","09/20/2006",131,0,0,0
36728,"North Langlois Cr at DS Bridge",42.93785,-124.45765,7,"Assumed NAD83","05/31/2006","04/22/2008",32,0,0,0
36630,"Butte Creek NR Mouth",42.9577,-124.46022,10,"NAD 83","03/01/2005","04/22/2008",35,0,0,0
29553,"Elk River Bagley Creek at mouth",42.76988,-124.4606,75,"Assumed NAD83","06/01/1998","04/22/2008",35,0,0,0
25854,"Willow Creek (tributary to Floras Creek) at Hwy 101",42.891111,-124.461111,30,"Assumed NAD83","06/01/1998","09/09/2004",43,0,0,0
36634,"New River Abv Croft Lake Outlet",42.98605,-124.46128,0,"NAD 83","04/19/2006","08/01/2006",72,0,0,0
36633,"Bethel Cr at Bridge NR Mouth US of New Lake Outlet",42.9692,-124.4642,10,"NAD 83","11/17/2007","04/22/2008",12,0,0,0
36614,"Bethel Cr New Lake Outlet",42.97004,-124.46691,0,"NAD 83","07/16/2003","08/01/2006",50,0,0,0
36613,"New River South of New Lake Outlet",42.96903,-124.46766,0,"NAD 83","07/16/2003","06/21/2006",42,0,0,0
36612,"New River at 2002-2003 Breach Site (RM 3.1)",42.96198,-124.47374,0,"NAD 83","07/16/2003","09/30/2003",21,0,0,0
25848,"Hubbard Creek below North Fork",42.738889,-124.474444,7,"Assumed NAD83","06/21/1999","04/22/2008",25,0,0,0
36314,"City of Port Orford Intake PWS# 4100670 Hubbard Creek",42.750851,-124.474648,26,"Assumed NAD83","09/21/2010","09/21/2010",246,0,0,0
28297,"Willow Creek at County Bridge (Floras Creek)",42.9045,-124.4755,12,"Assumed NAD83","07/05/2000","04/22/2008",45,0,0,0
36600,"Hubbard Cr at Hwy 101",42.73706,-124.47668,12,"Assumed NAD83","06/25/2003","04/22/2008",58,0,0,0
28312,"Crystal Creek at Hwy 101 (Sixes River tributary)",42.821,-124.4825,10,"Assumed NAD83","06/21/1999","06/03/2008",82,0,0,0
36661,"Sixes R US of Crystal Cr",42.81983,-124.4859,20,"NAD 83","07/13/2004","09/14/2004",38,0,0,0
36609,"Langlois Creek at RM 0.65 Bend to South",42.9308,-124.4859,10,"NAD 83","04/19/2006","04/19/2006",5,0,0,0
35431,"Crystal Creek at confl. w/Sixes River",42.8206,-124.4861,8,"Assumed NAD83","07/13/2004","09/14/2004",48,0,0,0
36607,"New River Ditch Trib (at 5.1) Near Mouth",42.9361,-124.48621,10,"NAD 83","07/16/2003","06/29/2006",64,0,0,0
36606,"New River South of Bono Slough",42.93576,-124.48676,0,"NAD 83","07/16/2003","06/29/2006",55,0,0,0
36671,"Sixes R Blw Crystal Cr From Small Gravel Bar Right",42.8226,-124.4913,20,"NAD 83","08/10/2004","08/10/2004",9,0,0,0
36610,"Langlois Creek at Mouth",42.92581,-124.4922,0,"NAD 83","04/19/2006","06/29/2006",27,0,0,0
36605,"New River South of Hanson Slough",42.9256,-124.4926,0,"NAD 83","05/17/2006","08/01/2006",59,0,0,0
23931,"Mainstem Floras Creek above Floras Lake outlet",42.91442,-124.49281,4,"Assumed NAD83","06/29/2000","06/29/2007",36,0,0,0
36579,"Mill Creek at North Crossing of Hwy 101",42.7737,-124.49683,24,"Assumed NAD83","11/07/2006","11/07/2006",4,0,0,0
36761,"Mill Creek at Mid Crossing of Hwy 101 (Garrison Lake)",42.767606,-124.497788,14,"Assumed NAD83","11/19/2003","12/16/2003",30,0,0,0
23930,"Floras Lake outlet near mouth, Floras Creek mainstem",42.91153,-124.498122,3,"Assumed NAD83","06/29/2000","06/29/2007",34,0,0,0
36508,"Cedar Creek Headwaters Near Cape Blanco Road (Elk R)",42.81064,-124.49864,53,"Assumed NAD83","03/27/2004","08/18/2004",9,0,0,0
36580,"Mill Creek at Rose Way (Garrison Lake)",42.77327,-124.49904,23,"Assumed NAD83","11/07/2006","11/07/2006",4,0,0,0
36762,"Mill Creek at Arizon St (Garrison Lake)",42.7551,-124.4998,8,"Assumed NAD83","08/27/2003","12/16/2003",60,0,0,0
36565,"Cedar Cr Halfway Between Logs",42.806059,-124.500826,15,"Assumed NAD83","08/18/2004","08/18/2004",3,0,0,0
36581,"Mill Cr at Silver Butte Rd (Garrison Lake)",42.77191,-124.50149,14,"Assumed NAD83","11/07/2006","11/07/2006",4,0,0,0
36566,"Cedar Cr at BBQ",42.80515,-124.5024,6,"Assumed NAD83","08/18/2004","08/18/2004",3,0,0,0
34312,"Cedar Creek at Pit Road (Elk)",42.803,-124.5032,10,"NAD 83","05/13/2004","09/16/2004",10,0,0,0
36577,"Garrison Lake Trib Buffington Pond Upstream of Pinehurst Rd",42.75241,-124.50338,7,"Assumed NAD83","11/08/2003","11/08/2003",6,0,0,0
36672,"Sixes R at Pilings",42.82548,-124.50361,20,"NAD 83","08/10/2004","08/10/2004",9,0,0,0
36586,"Garrison Lake Trib at Paradise Pt Rd",42.7604,-124.50454,12,"Assumed NAD83","11/08/2003","11/08/2003",6,0,0,0
13787,"Garrison Lake at deepest point",42.75425,-124.506778,5,"Assumed NAD83","01/23/1985","12/10/2003",764,0,0,0
36585,"Garison Lake Trib from Sewage Disposal Pond at Trail",42.7475,-124.50727,11,"Assumed NAD83","11/19/2003","12/16/2003",40,0,0,0
36584,"Garrison Lake Trib from Sewage Disposal Ponds at Rd",42.74842,-124.50748,10,"Assumed NAD83","08/27/2003","12/16/2003",55,0,0,0
28301,"Cedar Creek at McKenzie Road Bridge (Elk Creek)",42.7956,-124.5092,7,"Assumed NAD83","06/01/1998","04/22/2008",57,0,0,0
36760,"Cedar Cr US of Bridge Above McKenzie Rd Bridge (Elk R)",42.79653,-124.51024,8,"Assumed NAD83","03/27/2004","08/18/2004",10,0,0,0
36759,"Garrison Lake Trib to NW Arm at Paradise Point Rd",42.7602,-124.5106,14,"Assumed NAD83","08/27/2003","12/16/2003",31,0,0,0
36576,"Garrison Lake South Arm Deepest Point",42.75063,-124.51142,5,"Assumed NAD83","08/26/2003","12/10/2003",61,0,0,0
36673,"Sixes R under Powerline",42.82548,-124.51153,10,"NAD 83","08/10/2004","08/10/2004",9,0,0,0
36582,"Garrison Lake Below Paradise Point Rd",42.76012,-124.51291,6,"Assumed NAD83","11/08/2003","11/19/2003",17,0,0,0
36559,"Swamp Cr at Lower Reservoir US End Fish Passage Culvert",42.79963,-124.51917,8,"Assumed NAD83","08/09/2005","09/13/2005",20,0,0,0
28299,"Swamp Creek at lower culvert (Elk Creek)",42.7963,-124.5198,3,"Assumed NAD83","06/21/2000","04/22/2008",52,0,0,0
36560,"Swamp Cr at Mouth (Elk)",42.79507,-124.52355,7,"Assumed NAD83","07/05/2005","09/13/2005",113,0,0,0
36556,"Elk River above Swamp Creek",42.79376,-124.52423,6,"Assumed NAD83","07/05/2005","09/13/2005",164,0,0,0
36537,"Elk River Estuary Approx 1.08 MI from Mouth",42.79841,-124.52622,3,"Assumed NAD83","07/05/2005","09/13/2005",131,0,0,0
36536,"Elk River Estuary Approx 1.2 MI from Mouth",42.79652,-124.52625,5,"Assumed NAD83","07/05/2005","09/13/2005",160,0,0,0
36674,"Sixes R Abv Estuary",42.84105,-124.52629,10,"NAD 83","08/10/2004","09/14/2004",15,0,0,0
36510,"Elk River Estuary Mid Beach Section",42.80444,-124.5291,1,"Assumed NAD83","07/05/2005","09/13/2005",66,0,0,0
36676,"Sixes R Upper End of Estuary",42.84018,-124.5338,10,"NAD 83","09/14/2004","09/14/2004",23,0,0,0
36524,"Elk River Estuary near Mouth",42.81242,-124.53481,2,"Assumed NAD83","07/05/2005","07/05/2005",5,0,0,0
34309,"Sixes River at RM 1.1",42.8416,-124.5363,1,"NAD 83","06/23/2004","10/13/2004",71,0,0,0
36677,"Sixes R Estuary Abv Parking Area",42.84429,-124.53648,0,"NAD 83","07/13/2004","09/14/2004",131,0,0,0
28912,"Sixes River, north of pinic area OR2002-0021",42.850375,-124.537863,1,"Assumed NAD83","09/09/2002","09/14/2004",235,0,0,0
36749,"Sixes R Estuary Near Mouth",42.8517,-124.54289,1,"Assumed NAD83","07/13/2004","11/17/2007",98,0,0,0
