"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","LatChar","LonChar"
"1037","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0721","ONION CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 6.1357km^2/Station Weight (km): 36.3806/IBI Score: 23.54/OE Taxa Loss: 1.052",17070202,NA,"",NA,NA,"44.890000000000001","-118.38",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1698.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.89","-118.38"
"1038","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0724","PINE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 41.283km^2/Station Weight (km): 48.5075/IBI Score: 17.027/OE Taxa Loss: 0.634",17070201,NA,"",NA,NA,"44.090000000000003","-119.51000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1329.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.09","-119.51"
"1039","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0728","STRAWBERRY CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 49.9762km^2/Station Weight (km): 36.3806/IBI Score: 69.22/OE Taxa Loss: 1.267",17070201,NA,"",NA,NA,"44.390000000000001","-118.67",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1233.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.39","-118.67"
"1045","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0731","NORTH FORK JOHN DAY RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  6/WATERSHED AREA is 2672.6511km^2/Station Weight (km): 48.5075",17070202,NA,"",NA,NA,"44.990000000000002","-119.11",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","766.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.99","-119.11"
"1046","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0734","VINCENT CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is .8972km^2/Station Weight (km): 72.7612/IBI Score: 63.269/OE Taxa Loss: 0.899",17070203,NA,"",NA,NA,"44.670000000000002","-118.54000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1728.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.67","-118.54"
"1047","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0735","DRIFT CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 60.7544km^2/Station Weight (km): 470.2093/IBI Score: 57.539/OE Taxa Loss: 0.765",17090009,NA,"",NA,NA,"44.960000000000001","-122.79000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","92.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,"44.96","-122.79"
"1048","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0737","DESCHUTES RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 1465.129km^2/Station Weight (km): 48.5075",17070301,NA,"",NA,NA,"43.840000000000003","-121.45999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1272.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA,"43.84","-121.46"
"1049","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0739","HARLISS CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 1.1921km^2/Station Weight (km): 1175.5233/IBI Score: 47.951/OE Taxa Loss: 0.992",17100202,NA,"",NA,NA,"45.689999999999998","-123.70999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","155.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA,"45.69","-123.71"
"1050","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0740","JOHNSON CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 30.9653km^2/Station Weight (km): 587.7617/IBI Score: 58.542/OE Taxa Loss: 1.162",17070103,NA,"",NA,NA,"45.240000000000002","-119.2",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1147.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA,"45.24","-119.2"
"1051","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0742","SPRAGUE RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  6/WATERSHED AREA is 3750.7712km^2/Station Weight (km): 783.6822",18010202,NA,"",NA,NA,"42.560000000000002","-121.68000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1301.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA,"42.56","-121.68"
"1052","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0745","SAWMILL CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 23.7355km^2/Station Weight (km): 587.7617/IBI Score: 50.987/OE Taxa Loss: 0.936",17050203,NA,"",NA,NA,"44.890000000000001","-117.42",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1018.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,"44.89","-117.42"
"1053","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0747","WILLAMETTE RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 8817.6551km^2/Station Weight (km): 1175.5233",17090003,NA,"",NA,NA,"44.140000000000001","-123.12",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","108.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,"44.14","-123.12"
"1054","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0748","WIND CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 6.1822km^2/Station Weight (km): 587.7617/IBI Score: 12.552/OE Taxa Loss: 0.451",17100303,NA,"",NA,NA,"43.640000000000001","-124.09",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","24.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA,"43.64","-124.09"
"1055","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0762","GRAVES CREEK","River/Stream","FLOW is INTERRUPTED WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 29.6871km^2/Station Weight (km): 36.3806/IBI Score: 29.273/OE Taxa Loss: 0.858",17070202,NA,"",NA,NA,"44.969999999999999","-119.29000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","759.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.97","-119.29"
"1056","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0768","BRIDGE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 363.1677km^2/Station Weight (km): 48.5075/IBI Score: 35.779/OE Taxa Loss: 1.202",17070204,NA,"",NA,NA,"44.619999999999997","-120.2",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","658.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA,"44.62","-120.2"
"1057","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0769","NORTH FORK CABLE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 7.2031km^2/Station Weight (km): 36.3806/IBI Score: 68.425/OE Taxa Loss: 1.2",17070202,NA,"",NA,NA,"45.049999999999997","-118.66",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1424.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"59",NA,NA,NA,NA,NA,NA,NA,NA,"45.05","-118.66"
"1058","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0775","BROWN CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 12.5901km^2/Station Weight (km): 36.3806/IBI Score: 45.398/OE Taxa Loss: 1.171",17070204,NA,"",NA,NA,"44.990000000000002","-119.8",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1216.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA,"44.99","-119.8"
"1059","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0780","FOX CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 322.0301km^2/Station Weight (km): 48.5075/IBI Score: 49.771/OE Taxa Loss: 1.341",17070202,NA,"",NA,NA,"44.609999999999999","-119.29000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1202.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.61","-119.29"
"1065","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0787","BALDY CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 25.3933km^2/Station Weight (km): 29.1045/IBI Score: 71.52/OE Taxa Loss: 1.172",17070202,NA,"",NA,NA,"44.899999999999999","-118.31",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1700.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.9","-118.31"
"1066","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0792","STRAW FORK CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 12.2082km^2/Station Weight (km): 36.3806/IBI Score: 22.37/OE Taxa Loss: 0.813",17070204,NA,"",NA,NA,"44.950000000000003","-120.11",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1034.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA,"44.95","-120.11"
"1067","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0794","MIDDLE FORK JOHN DAY RIVER","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 411.6721km^2/Station Weight (km): 48.5075/IBI Score: 60.96/OE Taxa Loss: 1.133",17070203,NA,"",NA,NA,"44.619999999999997","-118.56999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1223.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.62","-118.57"
"1068","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0797","DESCHUTES RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  5/WATERSHED AREA is 21289.9533km^2/Station Weight (km): 27.2854",17070306,NA,"",NA,NA,"44.789999999999999","-121.14",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","406.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"31",NA,NA,NA,NA,NA,NA,NA,NA,"44.79","-121.14"
"1069","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0798","JOHN DAY RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 12871.9742km^2/Station Weight (km): 27.2854",17070204,NA,"",NA,NA,"44.810000000000002","-119.84999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","531.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA,"44.81","-119.85"
"1070","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0799","JOHN DAY RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  5/WATERSHED AREA is 13805.2513km^2/Station Weight (km): 27.2854",17070204,NA,"",NA,NA,"44.75","-120.23999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","473.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA,"44.75","-120.24"
"1071","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0800","DEER CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 38.6722km^2/Station Weight (km): 29.1045/IBI Score: 53.62/OE Taxa Loss: 1.206",17070201,NA,"",NA,NA,"44.200000000000003","-119.34999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1427.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.2","-119.35"
"1072","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0803","GATE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 16.1678km^2/Station Weight (km): 36.3806/IBI Score: 40.335/OE Taxa Loss: 0.699",17070306,NA,"",NA,NA,"45.200000000000003","-121.41",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","743.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"65",NA,NA,NA,NA,NA,NA,NA,NA,"45.2","-121.41"
"1073","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0806","BEEMAN CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 3.4869km^2/Station Weight (km): 72.7612/IBI Score: 62.062/OE Taxa Loss: 1.429",17070202,NA,"",NA,NA,"44.840000000000003","-118.78",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1677.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.84","-118.78"
"1074","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0813","NIAGARA CREEK NEAR NESTUCCA RIVER","River/Stream","FLOW is PARTIAL WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 8.1113km^2/Station Weight (km): 587.7617/IBI Score: 43.7297",17100203,NA,"",NA,NA,"45.200000000000003","-123.64",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","257.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"71",NA,NA,NA,NA,NA,NA,NA,NA,"45.2","-123.64"
"1075","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0815","ROBA CREEK","River/Stream","FLOW is INTERRUPTED WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 11.0384km^2/Station Weight (km): 36.3806/IBI Score: 10.57/OE Taxa Loss: 0.428",17070303,NA,"",NA,NA,"44.259999999999998","-119.97",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1304.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"13",NA,NA,NA,NA,NA,NA,NA,NA,"44.26","-119.97"
"1076","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0816","SANDY RIVER","River/Stream","FLOW is BOATABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  5/WATERSHED AREA is 1248.4691km^2/Station Weight (km): 783.6822",17080001,NA,"",NA,NA,"45.509999999999998","-122.36",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","11.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.51","-122.36"
"1077","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0819","PYRAMID CREEK TRIBUTARY","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is .7023km^2/Station Weight (km): 1175.5233/IBI Score: 78.594/OE Taxa Loss: 1.223",17090006,NA,"",NA,NA,"44.539999999999999","-122.06999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1203.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,"44.54","-122.07"
"1078","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0821","SOUTH FORK MCKENZIE RIVER TRIBUTARY","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 2.48km^2/Station Weight (km): 1175.5233/IBI Score: 63.174/OE Taxa Loss: 1.059",17090004,NA,"",NA,NA,"43.950000000000003","-122.11",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","889.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,"43.95","-122.11"
"1082","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0848","DRY CABIN CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 1.949km^2",17070201,NA,"",NA,NA,"44.350000000000001","-119.41",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1624.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.35","-119.41"
"1084","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0823","SOUTH FORK DIXIE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 22.4775km^2/Station Weight (km): 470.2093/IBI Score: 50.172/OE Taxa Loss: 1.078",17050202,NA,"",NA,NA,"44.420000000000002","-117.51000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1167.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,"44.42","-117.51"
"1085","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0825","WEST FORK SMITH RIVER","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 40.3739km^2/Station Weight (km): 587.7617/IBI Score: 54.579/OE Taxa Loss: 0.873",17100303,NA,"",NA,NA,"43.850000000000001","-123.70999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","131.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA,"43.85","-123.71"
"1086","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0830","NORTH MINAM RIVER","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 31.8343km^2/Station Weight (km): 587.7617/IBI Score: 35.187/OE Taxa Loss: 0.717",17060105,NA,"",NA,NA,"45.270000000000003","-117.45999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1642.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"63",NA,NA,NA,NA,NA,NA,NA,NA,"45.27","-117.46"
"1087","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0841","CAMAS CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  5/WATERSHED AREA is 1037.5657km^2/Station Weight (km): 48.5075/IBI Score: 62.819/OE Taxa Loss: 1.006",17070202,NA,"",NA,NA,"45.030000000000001","-118.97",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","870.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"59",NA,NA,NA,NA,NA,NA,NA,NA,"45.03","-118.97"
"1088","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0842","SLIDE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 16.0707km^2/Station Weight (km): 36.3806/IBI Score: 70.297/OE Taxa Loss: 1.167",17070203,NA,"",NA,NA,"44.710000000000001","-118.95",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1257.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.71","-118.95"
"1089","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0851","CEDAR CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 9.2017km^2/Station Weight (km): 72.7612/IBI Score: 48.391/OE Taxa Loss: 0.875",17070306,NA,"",NA,NA,"45.189999999999998","-121.54000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1057.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"65",NA,NA,NA,NA,NA,NA,NA,NA,"45.19","-121.54"
"1090","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0852","LONE ROCK CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 218.3102km^2/Station Weight (km): 43.6567/IBI Score: 66.525/OE Taxa Loss: 0.806",17070204,NA,"",NA,NA,"45.159999999999997","-119.95",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","716.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"21",NA,NA,NA,NA,NA,NA,NA,NA,"45.16","-119.95"
"1091","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0854","BEAVER / OLIVE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 33.211km^2/Station Weight (km): 29.1045/IBI Score: 45.744/OE Taxa Loss: 0.921",17070202,NA,"",NA,NA,"44.770000000000003","-118.45",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1451.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.77","-118.45"
"1092","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0856","SOUTH FORK JOHN DAY RIVER","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 163.3379km^2/Station Weight (km): 48.5075/IBI Score: 34.77/OE Taxa Loss: 0.61",17070201,NA,"",NA,NA,"44.009999999999998","-119.33",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1289.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.01","-119.33"
"1093","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0860","BIG CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 3.3374km^2/Station Weight (km): 72.7612/IBI Score: 51.451/OE Taxa Loss: 1.235",17070203,NA,"",NA,NA,"44.770000000000003","-118.68000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1856.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.77","-118.68"
